Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
12990,Jinnah Ave Clinic,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Local Authority,Nairobi West,South C,"Muhoho avenue,South C",LANG'ATA,South C shopping center,0,0,,,,,P.O Box 30108,,Nairobi,00100,Florence Mbogori,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12991,Jkia Health Centre,Nairobi,Nairobi,Embakasi East,Embakasi,Health Centre,Ministry of Health,Embakasi,Embakasi,Jkia International Arrivals First Floor,EMBAKASI EAST,Embakasi,4,0,0208722266,,,porthealthjkia@insightkenya.com,P.O Box  19012,0822111158,Nairobi,00501,Philip Ndania,,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17650,Johanna Justin-Jinich Community Clinic (Kibera),Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Non-Governmental Organizations,Sarang'ombe,Gatwekera,Near PAG Gatwekera MSF HIV Clinic,KIBRA,Olympic Estate,0,0,,,,clinicopsmanager@shininghopeforcommunities.org,P.O Box 8303,,Nairobi,00200,Caroline Atieno,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18594,Joy Nursing Home and Maternity,Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Private Practice - General Practitioner,Eastleigh North,Eastleigh North,On Juja Road at the Beginning of Moi Air Base Fence,KAMUKUNJI,Eastleigh Air Base,12,0,0717187487,,0717187487,kentindi@yahoo.com,P.O Box 52569,0735535791,Nairobi,00100,Kennedy Otieno Tindi,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19398,Jozi Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Githurai,zimmerman,Thika road off kamiti road next to success stage zimmerman ,ROYSAMBU,next to success stage zimmerman next to success stage zimmerman ,0,0,,,,,P.O Box 8791,,NAIROBI,,Patrick Wachira,Medical Superintendant,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12992,Juhudi Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Enterprise (Institution),Makogeni,Makogeni,,MAKADARA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19318,Juja Road Hospital (Nairobi),Nairobi,Nairobi,Starehe,Kariokor,Other Hospital,Private Enterprise (Institution),Kariokor,Pangani,"Located off Juja Rd, at Cross Road",STAREHE,Pangani,6,0,,,0722972082,,,,,,Dr Mutui Kavita,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18407,Just Meno Limited,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Practice - General Practitioner,Harambee,Buruburu,Buruburu Shopping Centre Buruburu Business Complex Along Mumia Road,MAKADARA,Mutindwa,0,0,,,0787712274,jaydhanani@justmeno.co.ke,P.O Box 2148,,Nairobi,00621,Jay Dhanani,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12993,Kabete Approved School Dispensary,Nairobi,Nairobi,Westlands,Kitisuru,Dispensary,Ministry of Health,Lower Kabete,,"Along Lower Kabete Road, in Kabete Rehabilitation Centre near University of  Nairobi (Business studies)",WESTLANDS,near Lower Kabete Market,0,0,,,,,,,,,Ken Ashiembi,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12994,Kabete Barracks Dispensary,Nairobi,Nairobi,Westlands,Kitisuru,Dispensary,Armed Forces,L/Kabete,,"Along Waiyaki Way, opposite ABC place",WESTLANDS,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12995,Kabiro Medical Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Health Centre,Non-Governmental Organizations,Kawangware,,,DAGORETTI NORTH,Kawangware 56,5,0,,,,,,,,,,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19528,Green Croos Medical and Dental Clinic,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Enterprise (Institution),Kangemi,,,WESTLANDS,,1,2,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19895,Green Cross Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Practice - Clinical Officer,Laini saba,Silanga,Near the Soweto East Upgrade housing,LANG'ATA,,0,0,,,,,,,Nairobi,,Josephat Mbithi,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12961,Gsu Dispensary (Nairobi West),Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Kibera,Makina,Near Kibera D.O Dispensary off Kibera Drive.,LANG'ATA,Nairobi,0,0,,,,,P.O Box 49506,,Nairobi,00100,Daniel Kirathi,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12963,Gsu Hq Dispensary (Ruaraka),Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Other Public Institution,Roysambu,,Opposite Ruaraka Barclay s bank,ROYSAMBU,Nairobi,0,0,0203668539,,,,,,Nairobi,,John Thuo ,Clinical Officer,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12962,GSUTraining School,Nairobi,Nairobi,Embakasi East,Embakasi,Health Centre,Ministry of Health,Embakasi,Embakasi,Oppost Airport Next to Aptc H/c,EMBAKASI EAST,Nairobi,0,0,0202064965,0202695567,,,P.O Box 19096,,Embakasi,00501,James Ngugi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12965,Guru Nanak Hospital,Nairobi,Nairobi,Starehe,Central,Other Hospital,Private Enterprise (Institution),Ngara,,,STAREHE,Nairobi,38,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12966,Gynapaed Dispensary (Kilimani-),Nairobi,Nairobi,Dagoretti North,Kilimani,Dispensary,Private Enterprise (Institution),Kilimani,,"Near Nairobi Hospital at Upper hill Plaza, Nairobi",DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12967,Hakati Medical Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,Near Co op Bank Kayole,EMBAKASI CENTRAL,Nairobi,0,0,,,0722397924,,,,,,Doricus Wandera,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19610,Hallal Medical Clinic,Nairobi,Nairobi,Kamukunji,,Medical Clinic,Private Enterprise (Institution),,,,KAMUKUNJI,,4,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19472,Hamza Medical Centre,Nairobi,Nairobi,Makadara,Makadara ,Medical Clinic,Private Practice - Clinical Officer,Makadara,Hamza,,MAKADARA,Hamza,0,0,,,,,,,,,Ikinya,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19566,Hazina Medical Clinic,Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - Medical Specialist,Central,Central,Hazina Towers,STAREHE,City Market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19497,Health Care Services,Nairobi,Nairobi,Makadara,,Medical Clinic,Private Practice - General Practitioner,,,,MAKADARA,,0,0,,,,,,,,,Stephen Njuguna,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19582,Health Matters Medical Centre,Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - General Practitioner,Central,Central,CBD,STAREHE,City Market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17954,Health Services Limited,Nairobi,Nairobi,Dagoretti North,Golf Course,Dispensary,Private Practice - General Practitioner,Woodley,Woodley,,DAGORETTI NORTH,Kibera DO,0,0,0203875358,,,tolewe@vipskenya.or.ke,,,,,Dr. Olewe,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18278,Healthways Medical Centre,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Enterprise (Institution),Nairobi West,South C,Along Sungura Road in South C,LANG'ATA,South C,0,0,0206005493,,0787888777,info@healthways.co.ke,P.O Box 2725,0715531067,Nairobi,00200,Dr. Ahmed Hassan Tawakal,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
21263,Hekima Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - Clinical Officer,Githurai ,Githurai 44,"Off Kamiti Road, Near Wonderland Primary School",ROYSAMBU,,0,0,,,0723335663,dicksonmuturi25@gmail.com,P.O Box 969,,Nairobi,00300,Dickson Muturi Murigi,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12970,Hope Community VCT,Nairobi,Nairobi,Dagoretti South,Dagoretti,VCT Centre (Stand-Alone),Other Faith Based,Riruta setlite,,,DAGORETTI SOUTH,Nairobi,0,0,,,,,,,,,Pst Makena,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
19278,Hope Medical Clinic ( Githurai),Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai, Thika road off kmiti road just behind auncle sams bar,ROYSAMBU,just behind auncle sams bar,0,0,,,,,,,,,David machuka ,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19234,Hope Medical Clinic (Babadogo),Nairobi,Nairobi,Ruaraka,kasrani,Medical Clinic,Private Practice - Nurse / Midwife,Ruaraka, Ruaraka, thika rd outering babadogo  behind  babadogo h/c,RUARAKA, babadogo h/c,0,0,,,0722521598,,,,Ruaraka,,Faith Nyaura,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17684,Hope World Wide Kenya Mukuru Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Dispensary,Non-Governmental Organizations,Mukuru,Imara Daima,Near Kobil Station Based Rueben Police Station,EMBAKASI SOUTH,,0,0,,,0725990993,hopeworldwidekenya.org.ke,P.O Box 11775,,Nairobi,00100,Lilian Nyamweya,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18543,Hope Worldwide Kenya VCT (Makadara),Nairobi,Nairobi,Makadara,Makadara,VCT Centre (Stand-Alone),Non-Governmental Organizations,Maringo,Maringo,"Off Jogoo Road Near Makadara Law Courts
Along Rukwa Road Off Kivu Road At Friends Church Centre",MAKADARA,Maringo Shopping Centre,0,0,,,,,P.O Box 11775,,Nairobi,00100,Edith Ndunge,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19373,Horeb Medical Clinic ( Hunters),Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Next to Equity bank Hunters,KASARANI,Next to Equity bank Hunters,0,0,,,,,,,,,Richard Karanja,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19643,Horseet Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Private Enterprise (Institution),Eastleigh North,Eastleigh North,,KAMUKUNJI,Garissa Lodge,2,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20063,Hoymas VCT (Nairobi),Nairobi,Nairobi,Starehe,Kariokor,VCT Centre (Stand-Alone),Non-Governmental Organizations,Pangani,Pangani,"Along Thika Superhighway,near Pangani shopping centre (Fairview Rd)",STAREHE,Pangani Shopping Centre,0,0, ,,0717662915,hoymas4@yahoo.com,,0725608724,,,Jamleck Kinene,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17393,Huduma Health Centre,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Private Practice - Clinical Officer,Sarang'ombe,Sarang'ombe,"Near Carolina for Kibera,Olympic Estate",LANG'ATA,Olympic Shopping Center,2,0,0203877261,,0720658248,,P.O Box 21056,0733811236,Nairobi,00505,Florie Malombo,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19302,Hunters Medical Clinic,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Thika road -mwiki,KASARANI,Hunters ,0,0,,,,,,,,,patrick muhoho,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12973,Huruma (EDARP),Nairobi,Nairobi,Mathare,Central,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Huruma,,,MATHARE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
12972,Huruma (NCCK) Dispensary,Nairobi,Nairobi,Mathare,Huruma,Dispensary,Christian Health Association of Kenya,Huruma,,Near Huruma Police Post,MATHARE,Nairobi,0,0,,,,,P.O Box 45009,,Nairobi,00100,Frankline Mbaabu,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12974,Huruma Lions Dispensary,Nairobi,Nairobi,Mathare,Starehe,Dispensary,Local Authority,Huruma,Kia Maiko,Near Redeemed Church (huruma),MATHARE,Nairobi,0,0,,,,,P.O Box 30108,,Nairobi,00100,Elizabeth Tsuma,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12975,Huruma Maternity Hospital,Nairobi,Nairobi,Mathare,Mathare,Other Hospital,Private Enterprise (Institution),Mathare,,,MATHARE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12976,Huruma Nursing Home & Maternity,Nairobi,Nairobi,Mathare,Starehe,Nursing Home,Private Enterprise (Institution),Huruma,Ngei,Situated next to Huruma Police Post-Off Juja Road,MATHARE,Nairobi,30,0,,,0722683234,,P.O Box 72934,0721627283,Nairobi,00200,Alex Huda,Hospital Director,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20556,I Choose Life - Africa(Kileleshwa),Nairobi,Nairobi,Dagoretti North,Kileleshwa,VCT Centre (Stand-Alone),Non-Governmental Organizations,Riverside,Riverside,,DAGORETTI NORTH,Kasuku Centre,0,0,,,,,P.O Box 5166,,Nairobi,00100,Veronica Kombe,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18201,I Choose Life Africa,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Enterprise (Institution),Mukuru,MUkuru Kwa Njenga,,EMBAKASI SOUTH,Mukuru,8,1,0202730913,,0724255822,infoelchooselife.or.ke,P.O Box 5166,0734333266,NAIROBI,00100 Gpo,Jane Karimi,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20145,IDEWES,Nairobi,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kibera,Makina,Next to Muungano bar after Mariestoppes clinic,LANG'ATA,Kichinjio Village,0,0,0202610670,,0725717212,ideweswelfare@gmail.com,P.O Box 50199,,Nairobi,00200,Judy R. Muga,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12980,IDF Mathare Dispensary,Nairobi,Nairobi,Kamukunji,Eastleigh North,Dispensary,Private Enterprise (Institution),Eastleigh Section I,,,KAMUKUNJI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19427,Goldmed Chemists & Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Unspecified,Central,Central,Located at Bazaar Plaza,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19539,Focus Outreach Medical Mission,Nairobi,Nairobi,Westlands,parklands,Medical Clinic,Private Practice - Clinical Officer,parklands,,,WESTLANDS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18612,Fremo Medical Centre,Nairobi,Nairobi,Dagoretti South,Kawangware,Health Centre,Private Practice - Clinical Officer,Riruta,Riruta,Along Naivasha Road,DAGORETTI SOUTH,Kawangware,10,0,,,0710274860,fremocentre@gmail.com,P.O Box 29059,,Nairobi,00100,Fred Sagero,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12944,Frepals Community Nursing Home,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Non-Governmental Organizations,Laini Saba,Mashimoni,"Near st.Pauls secondary school,Mashimoni",LANG'ATA,Mashimoni,21,0,,,0722365279,frepalsnursinghome@yahoo.com,P.O Box 28873,0735492915,Nairobi,00200,Freda Enane,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
12945,Future Age Medical Services,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Enterprise (Institution),Karen,Karen,At Karen shopping Center at the Post Office Building,LANG'ATA,Karen Shopping Center,0,0,020884629,,0721379097,futureagemedical@gmail.com,P.O Box 24965,,Nairobi,00502,Ruth Njeri Zeyhle,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12946,Gaimu Clinic,Nairobi,Nairobi,Mathare,Central,Medical Clinic,Private Enterprise (Institution),Mathare,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16803,Gatina United Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Medical Clinic,Non-Governmental Organizations,Kawangware,Kawangware,,DAGORETTI NORTH,Kawangware 46,0,0,,,,,,,,,Lucas Ageke,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
21189,Gatwekera B(Olympic),Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Olympic,Sarangombe,,KIBRA,,0,0,,,,,,,Nairobi,00100,Beatrice Lucinde,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
19611,Gedmed Medical Clinic,Nairobi,Nairobi,Kamukunji,,Medical Clinic,Private Enterprise (Institution),,,,KAMUKUNJI,,4,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12949,Genessaret Clinic,Nairobi,Nairobi,Embakasi West,Embakasi,Medical Clinic,Private Enterprise (Institution),Umoja,Savannah,Near Calttex Donholm,EMBAKASI WEST,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19287,Genus Medical Services & Diagnostic Lab,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Roysambu,Roysambu,Thika road -Roysambu round about next to AAR Thika road health service,ROYSAMBU, Roysambu round about next to AAR Thika road health service,0,0,,,,,,,,,Alex Muthoka ,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17725,Gertrude Komarock Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Health Centre,Private Practice - General Practitioner,Keyole,Komarock,Komarock Phase 3 Near Naivash super market Komarock,EMBAKASI CENTRAL,Komarock,3,2,,,,,P.O Box 78349,,,,,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19314,Gertrudes Chiildren Clinic (Pangani),Nairobi,Nairobi,Starehe,Kariokor,Medical Clinic,Private Enterprise (Institution),Kariokor,Kariokor,Located off Juja Rd near Radiant Hospital,STAREHE,Pangani,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12950,Gertrudes Childrens Hospital,Nairobi,Nairobi,Westlands,Karura,Other Hospital,Private Enterprise (Institution),Muthaiga,,,WESTLANDS,Nairobi,85,0,,,,,,,,,,,N,N,Operational,,Y,,,,,Y,,,,Y,,Y,,,,,,,,,
12951,Gertrudes Othaya Road Dispensary,Nairobi,Nairobi,Dagoretti North,Kilimani,Dispensary,Private Enterprise (Institution),Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12952,Getrude Donholm Clinic,Nairobi,Nairobi,Embakasi West,Embakasi,Medical Clinic,Private Enterprise (Institution),Umoja,Savannah,Opposite Naivash Supermarket  Donholm ,EMBAKASI WEST,Nairobi,0,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18395,Getrude Embakasi Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Practice - General Practitioner,Embakasi,Embakasi,Nexst Nakumat  Mukuru,EMBAKASI SOUTH,Nairobi,6,4,,,,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20886,Getrudes Children's Hospital,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Practice - Clinical Officer,Hamza,Hamza,Naivash  Supermarket Along Rabai Road,MAKADARA,Buruburu ,6,2,,,0737755599,fkcaari@gesties.og,P.O Box 43025,,Nairobi,00100,Fildis K Ambogo,Nursing Officer in Charge,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
12953,Getrudes Hospital (Nairobi West Clinic),Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Enterprise (Institution),Nairobi West,Nairobi West,Kodi rd.off Gadhi rd.Nairobi west,LANG'ATA,Nairobi West shopping center,0,0,0206006327,,0710200081,info@Gertis.org,P.O Box 42325,0206006328,Nairobi,00100,Joan,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16799,Gichago Dispensary,Nairobi,Nairobi,Westlands,Kangemi,Dispensary,Private Enterprise (Institution),Kangemi,Gichagi,,WESTLANDS,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
21264,Imani 44 Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - Clinical Officer,Githurai ,Githurai 44,"Situated Off Kamiti Rd,Githurai 44",ROYSAMBU,,0,0,0,,0721763840,,P.O Box 65993,0716067336,Nairobi,00607,Michael Mwanza,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19469,Imani Health Servises,Nairobi,Nairobi,Dagoretti South,Waithaka,Health Centre,Private Practice - Nurse / Midwife,Waithaka,Waithaka,car wash,DAGORETTI SOUTH,Waithaka shoping centre,4,0,,,0720462286,,,,,,Richo Njoroge,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19402,Imani Medical Centre,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,Just next to 44 stage,ROYSAMBU,Just next to 44 stage,0,0,,,,,,,,,Michael Mwanza,Clinical Officer,N,Y,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
19538,Gitanga Medical Centre,Nairobi,Nairobi,Dagoretti North,Kawagware,Dispensary,Private Enterprise (Institution),Kawagware,kawagware,,DAGORETTI NORTH,,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18887,Githogoro Runda Baptist Clinic (Getrudes Nairobi),Nairobi,Nairobi,Westlands,Highridge,Dispensary,Private Enterprise (Institution),Githogoro,Githogoro,"Along Northern bypass in Runda Baptist Church compund,  approx.4 km from Mji wa Huruma Dispensary.",WESTLANDS,Ruaka,0,0,,,0711543611,,P.O Box 42325,0724102300,Nairobi,0100,Rosina Masaii,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17942,Githurai Liverpool VCT,Nairobi,Nairobi,Roysambu,Kasarani,VCT Centre (Stand-Alone),Non-Governmental Organizations,Githurai,Githurai,Thika Road Direct Opposite Equity Bank,ROYSAMBU,Githurai 45,0,0,02714590,,0722258388,,P.O Box 19835,,Nairobi,00202,Patricia Mwakina,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12956,Githurai Medical Dispensary,Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Private Enterprise (Institution),Githurai,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12957,Githurai VCT,Nairobi,Nairobi,Roysambu,Kasarani,VCT Centre (Stand-Alone),Private Enterprise (Institution),Githurai,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
20396,Dr.P.W.Kamau&Associates(Upper Hill Medical Centre),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - General Practitioner,Kilimani,Kilimani,"Along Ralph Branch road, in Upper Hill Medical Plaza, 4th floor, suite 4B",DAGORETTI NORTH,Hurlingham,0,0,0202716627,,0733740025,pwkassociates@uhmc.co.ke,P.O Box 45753,,Nairobi,00100,Dr.Florence.M.Mwendwa,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18389,Dreamline Medical Clinic Kamulu,Nairobi,Nairobi,Kasarani,Ruai,Medical Clinic,Private Practice - General Practitioner,Ruai,Kamulu,"Kangundo road, Kamulu shopping centre near kamulu petrol station",KASARANI,Kamulu,0,2,,,0722849178,,P.O Box 252,0735576537,Ruai,00520,Ruth Mwangi,Nursing Officer in Charge,Y,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12929,Dreams Centre Dispensary (Langata),Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Lang'ata,Lang'ata,Off Lang'ata rd.Next to Kenol Petro Station,LANG'ATA,Bomas of Kenya,0,0,0202430845,,0711333101,dreamcenterlangata@gmail.com,P.O Box 24362,,Nairobi,0502,Margaret Wanjiru,Clinical Officer,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
20234,Drugnet Medical centre,Nairobi,Nairobi,Ruaraka,Ruaraka ,Medical Clinic,Private Practice - Unspecified,Ruaraka,mathare,"Thika rd , then mathare north route 29/30",RUARAKA,Near mathare north primary school,0,0,,,0701175543,,P.O Box 68316,0712186930,Nairobi,00622,Dickens Osimba,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13099,Dsc Karen Dispensary (Armed Forces),Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Armed Forces,Karen,Karen,Off Ngong Karen rd.,LANG'ATA,Karen Shopping Center,0,0,02088462,,,,P.O Box 24232,,Nairobi,00502,Micheal Gakuru,Clinical Officer,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
21146,Eagle Health Care Solution ,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Practice - Nurse / Midwife,,,"Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",WESTLANDS,Kangemi Market,0,0,,,0722952381,sikukua@yahoo.com,,,23604,00625,Aron Sikuku Sikuma,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
